payment_id,date,customer_id,employee_id,product_id,price
242626,1998-02-16,273461,2858,4,25.99
933634,2018-05-25,14587,666,3,45.5
46066,2019-06-04,846212,1975,4,25.99
682180,2006-02-26,814274,2844,4,25.99
136556,1992-03-23,620640,1661,3,45.5
80001,2009-12-15,666834,2775,1,60.0
111702,2010-05-16,149481,2568,1,60.0
656416,2005-08-07,943161,2556,4,25.99
341903,2004-11-28,30760,3026,2,75.0
949947,2016-02-23,318871,2651,0,19.2
225270,1992-09-08,7719,2537,4,25.99
733725,2000-04-17,880664,2043,4,25.99
694814,1993-03-23,40458,639,0,19.2
500683,2018-10-04,491663,1170,2,75.0
349742,2001-02-08,930901,361,4,25.99
163634,2003-05-16,612706,2623,2,75.0
790763,1991-01-30,380809,3246,2,75.0
207358,2010-06-24,226672,2629,2,75.0
799107,2004-03-17,64849,1583,3,45.5
172632,2015-08-23,480900,1975,3,45.5
392829,1996-11-09,458408,1498,1,60.0
837202,2004-12-01,986697,275,2,75.0
322637,2002-11-20,45493,1143,2,75.0
502783,2015-02-19,534647,2252,3,45.5
818790,1990-02-16,90109,2623,0,19.2
327362,2004-06-03,416830,77,4,25.99
704354,2009-07-09,362908,1594,3,45.5
138075,1991-11-11,176656,1756,3,45.5
760858,2008-05-01,889408,3597,3,45.5
704149,2019-12-29,397469,3726,3,45.5
784432,1992-10-31,766643,2127,4,25.99
989511,1991-01-16,271111,275,4,25.99
936790,2015-03-03,551884,1137,3,45.5
634668,2019-11-29,414604,1170,4,25.99
402353,2002-10-01,482177,2043,4,25.99
321267,2019-01-27,394342,3357,1,60.0
195349,2015-10-11,895965,1101,0,19.2
361887,1991-04-14,280459,2252,1,60.0
53870,2007-01-08,297266,2556,0,19.2
130277,1992-06-18,416526,3005,4,25.99
918041,1996-05-02,259765,3387,1,60.0
472572,2000-05-01,744059,1070,2,75.0
246873,2004-04-19,288311,2127,0,19.2
483507,1993-03-11,636626,1528,2,75.0
441052,1999-02-12,894269,3431,2,75.0
612593,2019-09-06,997349,2143,4,25.99
700398,2018-05-30,528970,2623,1,60.0
156513,1995-11-11,26720,288,2,75.0
66492,2006-12-20,431544,1137,3,45.5
940701,2011-05-15,67270,990,0,19.2
36711,1997-02-17,523003,3446,4,25.99
186351,1992-09-25,296983,3953,2,75.0
838151,2003-07-12,61818,2775,0,19.2
549473,1993-11-25,419072,3026,0,19.2
370130,1992-04-14,713560,415,0,19.2
4329,1996-09-16,314318,2775,4,25.99
992075,1998-11-15,455522,1559,3,45.5
565472,2017-12-05,243074,3246,3,45.5
233710,2004-08-14,433022,288,0,19.2
235832,2003-12-07,310278,44,4,25.99
760578,2004-08-04,578578,2143,1,60.0
259978,2000-09-03,590727,601,0,19.2
968684,2008-08-06,48612,1065,0,19.2
9856,2008-08-22,806276,1594,0,19.2
344270,1999-02-14,840586,402,1,60.0
572093,1992-01-21,649938,2556,4,25.99
282187,2000-09-22,894269,1528,3,45.5
365507,2007-08-09,582929,1661,1,60.0
810844,2018-10-03,204260,2127,1,60.0
231887,1995-10-03,344606,3836,3,45.5
29058,2003-05-14,731210,2556,1,60.0
976985,2000-02-19,433158,1430,4,25.99
452862,2013-05-26,425036,2891,2,75.0
164127,2002-06-29,666402,499,2,75.0
64351,2003-03-14,990174,1444,2,75.0
51301,1996-06-20,848032,2245,0,19.2
176721,2011-11-07,400693,2568,0,19.2
300909,2010-10-19,569919,2720,1,60.0
478199,2005-01-02,137426,990,2,75.0
990852,1996-09-22,225564,3686,3,45.5
218621,2017-04-25,555081,44,4,25.99
12702,2020-02-02,659985,2120,3,45.5
301972,2006-07-04,125605,3713,4,25.99
800676,2011-09-10,318434,1120,0,19.2
820183,1996-11-09,870771,3343,1,60.0
623294,2012-08-23,666402,2656,1,60.0
177724,2014-08-19,349075,1557,2,75.0
46998,2003-10-01,833803,990,3,45.5
132091,2008-07-27,985410,1756,2,75.0
435769,2001-12-28,491663,2672,3,45.5
426150,2005-05-09,649409,344,2,75.0
167622,2017-03-26,67270,2656,2,75.0
951296,2012-10-14,748085,1708,3,45.5
15160,1996-08-06,846212,415,1,60.0
925520,2015-09-07,402673,2552,3,45.5
644973,2004-05-06,580386,2858,1,60.0
359619,1993-01-30,885792,288,2,75.0
459317,1991-10-29,839430,1070,2,75.0
965173,1994-02-24,205499,1498,0,19.2
801285,2013-03-20,141600,361,1,60.0
939975,2010-08-02,693048,747,0,19.2
535873,1993-07-11,387229,2629,2,75.0
409778,2010-07-14,839430,3387,1,60.0
942246,2000-08-08,204887,361,1,60.0
310043,2004-07-31,72376,3343,0,19.2
185665,2010-03-16,782487,1349,0,19.2
554391,2002-07-09,894269,2672,1,60.0
623613,2014-01-13,301308,2127,1,60.0
532971,2016-06-17,589476,990,0,19.2
358366,2001-02-11,271111,3953,2,75.0
216570,2003-09-01,997331,1120,3,45.5
115222,1990-11-13,125740,666,1,60.0
994428,1996-12-30,254572,361,0,19.2
399140,1992-04-21,455079,3246,3,45.5
408111,1990-04-11,724504,1661,3,45.5
27763,1997-01-24,697087,2043,3,45.5
508564,2005-12-22,108081,2844,2,75.0
641091,2006-10-15,183612,2858,1,60.0
127495,1996-10-14,728657,601,2,75.0
765078,2008-08-13,502237,1708,0,19.2
153100,2012-04-22,232377,44,3,45.5
542087,2020-05-25,708173,77,1,60.0
68915,2001-06-30,47789,2552,0,19.2
327419,2010-07-02,24432,3953,0,19.2
502430,2003-09-04,36654,2656,3,45.5
679228,1993-02-09,350,3753,3,45.5
617674,2016-08-19,344606,1498,4,25.99
949778,2010-10-20,553046,601,0,19.2
798032,1991-08-06,894255,1120,3,45.5
320296,2008-10-17,269281,1756,2,75.0
213603,2019-11-26,149481,3492,4,25.99
559162,2006-12-27,491379,1474,4,25.99
190009,2018-07-08,713855,3592,2,75.0
904487,1995-12-11,638103,77,0,19.2
513186,2020-01-06,273461,1708,3,45.5
863304,2017-06-15,971761,42,4,25.99
37232,2006-02-12,979724,3343,2,75.0
353891,1993-08-09,638103,2858,2,75.0
671879,2005-01-18,353583,2720,2,75.0
501029,1994-06-01,295333,1926,4,25.99
666181,1995-12-09,146232,2858,2,75.0
222848,2008-04-10,67270,1756,2,75.0
417490,1996-03-25,483516,1594,3,45.5
48820,1992-04-11,859646,1756,0,19.2
606945,1994-01-04,42543,2858,2,75.0
590150,2019-05-01,626732,601,2,75.0
303096,1993-03-31,608175,77,2,75.0
932346,1992-01-28,613155,2629,4,25.99
423419,2000-12-05,437308,1802,0,19.2
690048,2019-04-03,314318,415,4,25.99
973793,2004-11-12,73220,415,3,45.5
427690,1996-08-03,649678,2127,4,25.99
68951,2016-12-27,979724,1559,1,60.0
620569,2009-05-07,887614,3592,0,19.2
262239,2005-02-08,295333,3579,1,60.0
603207,2012-04-18,732803,2259,0,19.2
168986,2005-05-12,173508,1186,4,25.99
863943,2007-01-11,16267,3345,0,19.2
417121,2014-10-28,858887,499,3,45.5
63715,2012-10-18,593915,1065,4,25.99
139181,2019-08-14,176656,1430,4,25.99
271471,2002-03-08,786199,601,4,25.99
853816,1991-01-05,743762,1756,2,75.0
602493,2011-09-21,173509,3357,0,19.2
440840,2016-06-07,546431,275,1,60.0
424876,1998-04-24,840615,3726,3,45.5
836723,2015-02-02,712948,1430,0,19.2
882234,2016-09-12,913706,390,1,60.0
251819,2007-09-07,755843,2720,4,25.99
862602,2015-04-13,783333,1065,0,19.2
660254,1996-04-16,331614,3592,1,60.0
852513,2020-12-14,486569,1065,3,45.5
893580,2007-12-07,455079,2143,3,45.5
113052,2004-03-28,328950,390,0,19.2
859423,2002-10-30,519751,3953,1,60.0
996399,2020-08-04,24432,1474,1,60.0
912064,2020-07-09,167307,1170,1,60.0
601147,2003-02-26,263580,2656,2,75.0
701282,2019-06-04,28355,361,2,75.0
454712,1997-08-10,176973,3753,3,45.5
914746,2006-10-26,826860,1474,3,45.5
186121,2002-10-17,694509,2891,0,19.2
999416,2014-01-04,60719,2120,4,25.99
990729,2007-11-06,922540,1070,1,60.0
98479,2006-09-24,269281,431,0,19.2
997767,2006-05-05,967781,1583,3,45.5
405597,2011-11-25,854656,2552,2,75.0
587357,2003-05-19,555081,1349,2,75.0
162337,1997-10-15,247878,390,2,75.0
447232,2008-05-08,14587,2537,2,75.0
643379,2008-07-22,100743,77,3,45.5
355488,2013-07-28,930901,2552,0,19.2
773956,2005-05-11,710395,666,2,75.0
630698,1999-04-14,505566,2729,3,45.5
413649,2019-04-04,15499,44,2,75.0
352372,2016-11-14,743762,275,0,19.2
193654,2010-05-07,41947,1559,2,75.0
92448,2010-06-09,589476,2629,3,45.5
969853,1997-09-05,381885,601,4,25.99
719327,2019-12-03,960267,3343,1,60.0
283039,1997-06-04,604991,1697,1,60.0
454600,1993-12-08,846212,402,1,60.0
538478,1996-08-04,953961,666,4,25.99
82514,2014-04-21,940450,1474,1,60.0
109010,2009-01-31,885792,66,1,60.0
133354,2020-12-20,201442,66,3,45.5
971792,2013-06-04,77792,1070,2,75.0
617302,1993-10-21,761480,3713,1,60.0
127708,2017-07-25,177452,3449,4,25.99
965916,2013-02-13,318871,1583,2,75.0
958127,2020-08-14,419016,1557,2,75.0
33160,1992-06-02,254048,1474,3,45.5
620245,2015-10-16,957902,275,2,75.0
297525,2008-06-18,410238,1170,1,60.0
941803,2001-12-04,856561,1708,0,19.2
662003,2012-12-19,806298,2825,1,60.0
38885,2011-05-27,820712,2060,1,60.0
8775,2018-08-03,925692,3953,1,60.0
337969,2010-10-13,269383,3026,2,75.0
507152,1993-11-26,508635,77,4,25.99
721172,2005-07-14,613424,1862,0,19.2
274955,1997-09-27,533482,2245,3,45.5
714679,2011-08-04,111806,3246,3,45.5
861786,1992-07-04,151819,415,4,25.99
753230,1993-01-15,613879,1430,1,60.0
259865,2004-10-16,252170,2651,4,25.99
750575,2003-11-03,759239,66,4,25.99
272374,2015-08-26,922835,2825,3,45.5
264856,1991-05-17,731210,1101,3,45.5
694336,1994-02-14,872744,3026,3,45.5
113390,2004-07-09,281010,42,2,75.0
650412,2018-11-12,386960,415,3,45.5
359391,2015-08-31,40070,1862,0,19.2
234134,2004-08-08,438291,2775,2,75.0
913808,1999-12-12,414604,431,1,60.0
478506,2000-01-01,35446,1186,3,45.5
654258,2002-08-18,120994,1070,0,19.2
530101,2010-08-04,30760,3953,1,60.0
593332,2000-10-26,787473,747,1,60.0
281008,2005-12-17,765585,2474,2,75.0
15212,2006-08-03,26720,3345,1,60.0
673650,2006-03-05,508144,1583,1,60.0
951839,2013-06-22,868342,601,4,25.99
214401,2009-06-05,546292,3597,4,25.99
849216,2003-04-02,367444,1186,2,75.0
934461,2019-12-27,650486,1926,2,75.0
866525,1999-04-09,237695,2775,0,19.2
421377,2000-01-28,826242,3343,4,25.99
483212,2020-06-24,59483,3246,0,19.2
954921,2019-02-19,134802,3357,2,75.0
693286,2018-05-31,397556,44,4,25.99
34195,1996-02-14,297752,3592,4,25.99
583850,1996-12-04,265880,1349,3,45.5
104650,1999-09-11,492052,1240,1,60.0
485271,2012-04-22,787473,2729,4,25.99
521099,2006-07-29,173383,2043,1,60.0
671357,2002-11-01,633542,431,1,60.0
105467,1998-08-16,444124,2729,0,19.2
194491,2008-03-12,176656,499,4,25.99
464970,2008-08-05,141673,275,1,60.0
550541,1994-10-10,129986,2060,2,75.0
172723,2000-04-14,682834,2629,0,19.2
331577,2006-06-29,724504,1862,3,45.5
596215,2008-04-03,527076,2552,4,25.99
691219,2008-09-09,989971,3026,3,45.5
275417,2003-11-21,278643,2127,2,75.0
972687,2006-11-21,945841,3953,2,75.0
589422,2001-05-30,821275,990,3,45.5
940438,2018-03-29,61818,499,1,60.0
571942,1990-08-22,517627,1975,0,19.2
741505,1993-07-25,818638,2775,2,75.0
380427,1994-01-15,422354,601,4,25.99
903168,2002-09-03,971761,66,0,19.2
987537,1991-09-26,528992,1557,2,75.0
323030,2008-08-03,649508,1498,1,60.0
168895,2011-05-27,651910,1137,2,75.0
397410,2020-09-13,589476,1240,4,25.99
331414,1993-06-15,840615,1559,2,75.0
693934,2007-02-23,487590,1070,1,60.0
149048,2004-02-19,622528,2825,1,60.0
83695,1994-10-29,301308,1240,2,75.0
31853,2012-01-20,246543,2556,1,60.0
924913,2007-01-24,440538,2252,0,19.2
966292,1990-10-03,673428,1926,3,45.5
904249,2020-10-27,718651,1186,0,19.2
66036,1998-07-07,539155,1101,1,60.0
377383,2011-06-09,810286,2568,2,75.0
671254,2009-05-29,737260,747,3,45.5
392174,2001-11-05,301308,2474,1,60.0
783377,2004-03-05,688205,1349,0,19.2
440347,1991-07-22,826242,3431,3,45.5
242870,2012-10-15,335545,1070,4,25.99
641866,2014-05-18,406599,3592,1,60.0
912033,2017-11-04,760588,879,0,19.2
667424,2011-04-05,256097,3246,0,19.2
162127,1990-04-01,487590,2858,0,19.2
71358,1990-01-15,166656,2046,1,60.0
875252,1997-08-05,555956,275,2,75.0
747433,2019-03-21,263437,2858,1,60.0
692740,2015-02-28,647134,1498,3,45.5
572800,2004-02-27,953961,3431,2,75.0
763038,2002-08-27,765585,2623,3,45.5
673513,1993-01-03,675814,415,1,60.0
840890,1998-11-13,487590,1528,0,19.2
729835,2017-01-09,104395,42,1,60.0
102369,2017-04-22,294698,879,1,60.0
863954,2017-10-19,295333,42,0,19.2
604196,2009-09-08,497156,2248,0,19.2
448530,1999-02-04,922350,1120,1,60.0
270582,1990-04-26,237695,1559,4,25.99
6358,2005-07-01,785720,3597,1,60.0
499437,2002-11-05,129941,1708,4,25.99
339567,2018-10-23,806276,2046,3,45.5
24493,2008-04-24,492052,1474,3,45.5
420289,2010-05-08,620979,1349,0,19.2
437444,2018-12-31,419016,2858,2,75.0
990760,2000-02-03,919388,3026,2,75.0
892974,1992-07-23,191772,1240,2,75.0
159244,1991-01-30,48612,3713,2,75.0
97503,2015-10-28,361790,2046,2,75.0
62577,1994-01-02,435430,3492,4,25.99
370752,2007-06-06,602965,1756,3,45.5
893192,1994-03-16,697163,1474,2,75.0
768278,2003-08-25,747918,415,1,60.0
369002,1995-04-04,647134,2656,4,25.99
859254,2019-03-02,582929,1056,3,45.5
820708,2019-01-15,598740,1474,2,75.0
353837,2020-10-24,398861,1557,3,45.5
827752,2007-10-04,926694,2844,1,60.0
129302,2018-12-20,28481,1474,2,75.0
960172,2013-03-25,761639,3111,2,75.0
355675,1999-02-25,297752,1926,2,75.0
736458,2015-09-04,484437,1557,4,25.99
427341,2016-07-24,682834,2729,2,75.0
683304,2000-12-09,647246,1528,2,75.0
282294,1991-03-28,602965,2127,4,25.99
763847,2019-08-08,460516,2245,0,19.2
616895,2010-09-21,798975,1474,2,75.0
854843,2007-09-25,367843,2143,4,25.99
881951,2011-01-08,812617,42,2,75.0
963800,2013-11-03,527076,2248,1,60.0
875350,1995-04-05,758193,1708,2,75.0
476048,1994-09-29,919388,390,4,25.99
72569,2016-09-29,766833,2656,4,25.99
184053,2012-05-10,40458,3592,4,25.99
814829,2016-09-30,282398,1557,4,25.99
194187,2001-07-21,666834,390,2,75.0
826042,1993-05-28,152229,2046,0,19.2
145631,2002-01-23,548941,3431,4,25.99
62294,2018-05-16,872744,2060,3,45.5
593535,2009-07-19,95284,3726,2,75.0
215114,1990-01-26,486569,2629,4,25.99
870444,1993-06-01,635012,1240,4,25.99
860582,2005-09-19,325381,2629,0,19.2
797176,2015-08-20,180712,2629,0,19.2
355122,2020-09-24,338030,499,0,19.2
880535,1990-11-11,739043,639,4,25.99
685839,1990-04-26,900638,2568,4,25.99
842699,2014-10-19,551884,361,2,75.0
285766,2010-07-31,141673,2046,3,45.5
229459,2016-05-15,44391,2568,0,19.2
418750,1994-02-07,52242,344,4,25.99
10193,2020-01-19,792204,499,0,19.2
279065,2013-02-08,604016,990,3,45.5
696858,1995-12-31,558411,3953,0,19.2
585143,2000-01-10,881514,415,4,25.99
826643,2017-03-13,681377,288,0,19.2
392945,1994-05-10,835047,3597,4,25.99
514923,2003-01-04,409084,2046,0,19.2
832440,2003-12-18,962672,3492,4,25.99
649138,1992-09-23,270805,3343,2,75.0
980711,2016-12-08,400693,1143,3,45.5
916925,2013-02-24,149049,3111,4,25.99
584389,2001-11-02,263437,879,3,45.5
22777,2020-01-13,230634,1137,4,25.99
441409,2008-08-14,346337,2046,3,45.5
712553,1996-09-05,16267,3343,1,60.0
795325,2019-12-14,920173,879,3,45.5
629107,2013-12-06,649678,2556,2,75.0
782226,2000-04-29,798111,1583,1,60.0
587826,1996-01-29,953640,1065,0,19.2
560997,2000-07-17,66112,1756,4,25.99
781415,2004-02-25,306805,3597,0,19.2
160723,1992-05-28,238042,1661,3,45.5
708211,1994-04-30,271111,2568,2,75.0
448081,1994-10-19,620640,2127,0,19.2
16120,1992-03-09,252170,1186,0,19.2
165138,2011-06-14,625283,512,1,60.0
136672,1992-10-14,818831,2556,1,60.0
161627,2010-07-24,721987,2248,0,19.2
523214,2000-11-26,723969,3592,1,60.0
38411,1996-03-26,127150,3492,2,75.0
694054,1998-10-01,782487,2656,2,75.0
766794,1993-03-06,546933,2556,4,25.99
629384,2010-03-21,767449,431,2,75.0
728092,2019-03-16,869967,3357,2,75.0
606609,1991-09-09,219013,879,4,25.99
85209,2001-04-15,810286,1708,4,25.99
706330,2012-12-14,986418,2556,1,60.0
399610,2008-05-29,854656,3449,0,19.2
855521,2010-01-13,688630,2537,4,25.99
11732,2004-04-17,416526,3753,2,75.0
136516,2003-06-05,619313,1070,4,25.99
90852,1991-01-16,704919,512,1,60.0
616514,2003-03-17,785204,3357,3,45.5
513263,2018-12-27,703819,990,2,75.0
199831,2005-04-06,67270,3343,4,25.99
175385,1990-06-18,294698,747,1,60.0
113954,1998-02-13,66112,3753,1,60.0
834324,2019-07-20,270805,3431,2,75.0
986940,1998-07-06,712948,1756,0,19.2
757057,2007-01-20,606008,2060,0,19.2
767486,1990-08-26,225072,1170,4,25.99
913343,2006-10-11,865033,2474,3,45.5
713409,2014-08-09,823760,1708,4,25.99
748366,2005-07-23,201442,1430,0,19.2
875986,1991-02-11,105394,1559,1,60.0
755823,1992-12-04,786199,77,3,45.5
42147,2012-11-27,650486,1594,3,45.5
613589,2011-12-05,339251,77,3,45.5
374615,2017-12-05,198187,2046,0,19.2
734594,1993-06-29,199045,1120,1,60.0
917100,1994-06-29,414604,1143,2,75.0
309064,2009-11-15,60920,601,1,60.0
117792,2014-02-21,203202,2060,3,45.5
384011,2000-03-21,58893,1170,2,75.0
981285,1994-02-23,103020,1101,4,25.99
425926,2018-02-10,416830,747,2,75.0
792043,2018-02-22,872887,2043,4,25.99
442269,2004-09-29,921596,3387,3,45.5
969961,2000-12-07,997349,1240,0,19.2
361853,1992-02-08,117593,3446,4,25.99
583686,1997-04-20,181497,1926,1,60.0
792061,2016-01-30,762827,1137,3,45.5
133849,2002-11-19,87978,2127,4,25.99
922065,2011-02-01,511783,1349,4,25.99
813623,1995-08-28,563867,1594,1,60.0
70828,2010-06-22,111806,1240,1,60.0
950431,1990-02-14,604991,1926,1,60.0
952689,2004-05-07,239004,415,0,19.2
547371,1993-08-28,394342,3686,4,25.99
261132,2008-07-09,628182,66,3,45.5
736293,1992-10-22,604016,3005,2,75.0
738934,2006-12-13,810286,3836,2,75.0
529462,1990-10-03,922350,1697,2,75.0
447907,2019-12-18,367242,3570,0,19.2
677038,1998-01-19,525487,2720,4,25.99
271547,1998-06-13,46350,3592,4,25.99
878217,1995-09-30,927358,1349,3,45.5
102854,2006-12-12,771380,1583,1,60.0
854006,2015-09-01,432997,3753,3,45.5
322618,2000-06-27,617714,499,4,25.99
423370,2018-01-03,678912,3953,2,75.0
819213,2002-04-12,119555,2474,0,19.2
23689,2003-02-11,703819,879,4,25.99
306340,2015-04-10,114704,3597,2,75.0
415523,2001-06-18,255448,2672,3,45.5
853409,2014-08-02,769506,3678,4,25.99
222765,2015-01-07,55747,2046,1,60.0
469616,2014-11-13,90109,666,2,75.0
252870,1994-10-07,821275,3686,0,19.2
588375,2009-10-25,404688,2474,0,19.2
938278,1994-12-12,943674,1137,4,25.99
835760,2002-09-30,316436,1498,2,75.0
216862,2013-07-05,578578,1975,0,19.2
233666,1997-03-08,886097,3753,1,60.0
21020,2013-11-14,500205,288,1,60.0
608010,2011-02-19,302349,2127,3,45.5
410224,2004-08-28,865319,361,1,60.0
336867,2002-01-01,522530,2656,2,75.0
375289,1999-07-09,563747,344,4,25.99
998070,2013-03-14,693786,402,2,75.0
702355,2010-12-05,744059,66,4,25.99
490694,2018-05-01,440858,1708,1,60.0
648125,1991-09-18,308293,2729,1,60.0
129728,2016-05-05,710282,3005,1,60.0
694270,2011-11-27,491379,3005,0,19.2
528256,2004-08-02,204260,2120,3,45.5
267231,1998-08-18,48612,1802,3,45.5
792368,2008-07-22,623511,2844,3,45.5
907784,1998-07-19,487590,2248,3,45.5
483602,2020-12-05,438291,3431,0,19.2
411805,1996-09-22,436823,2259,4,25.99
926557,2006-06-28,293126,2656,3,45.5
957129,2007-08-14,523970,1240,4,25.99
783661,2018-05-24,979740,1802,0,19.2
898769,1990-01-26,373885,1756,0,19.2
488973,2008-06-26,871662,990,1,60.0
558478,2009-12-25,47277,344,4,25.99
347344,2002-12-26,530161,3686,4,25.99
38479,1997-04-01,18276,1708,3,45.5
356970,1992-04-08,422744,3592,2,75.0
389043,1992-12-15,705893,1430,2,75.0
202268,2000-04-10,944844,2623,3,45.5
521162,1997-09-09,176656,698,3,45.5
449350,2002-03-04,66112,3953,4,25.99
714629,2016-11-12,786199,1708,1,60.0
382616,1998-04-10,785720,2252,3,45.5
62810,1995-09-17,47789,2651,2,75.0
42497,2002-01-26,76252,2568,0,19.2
948032,1990-06-19,180712,3570,2,75.0
712358,2013-02-27,840615,3492,3,45.5
901368,2002-02-10,282003,1594,2,75.0
46088,2020-09-28,645387,3446,0,19.2
625794,2016-09-28,847391,3357,1,60.0
415003,2003-01-16,817369,3446,2,75.0
622741,2016-09-26,633363,3579,2,75.0
591780,2003-02-24,90109,601,2,75.0
689873,2018-11-05,649678,1708,3,45.5
857003,2003-05-06,787096,1065,1,60.0
890362,1999-10-31,94124,2120,3,45.5
852597,2020-04-03,651358,344,4,25.99
929991,2018-12-03,415863,2729,1,60.0
836572,2009-12-23,652924,1802,1,60.0
7953,2010-11-15,16267,1056,0,19.2
50002,2011-10-27,367653,2825,2,75.0
808088,2016-12-11,309451,1170,2,75.0
181918,1990-11-14,994266,2060,3,45.5
976504,2004-09-21,760588,2775,2,75.0
855514,1996-05-18,602681,3686,3,45.5
885689,1990-11-22,783333,1697,0,19.2
421052,2017-10-23,345670,3579,1,60.0
779388,1994-08-27,681377,639,4,25.99
909494,2016-04-23,737635,2656,0,19.2
700591,2015-07-09,601860,3686,2,75.0
39379,2013-11-25,636123,3431,2,75.0
883664,2016-08-23,416830,1498,1,60.0
738315,2005-07-25,957902,2552,0,19.2
52483,1997-12-02,353583,42,2,75.0
110920,2019-08-05,706916,1430,3,45.5
33925,2005-03-01,239004,1559,3,45.5
182369,2008-10-23,713560,3597,1,60.0
384143,2015-07-19,854656,1498,2,75.0
605190,2010-08-11,24088,1498,2,75.0
746513,1999-05-12,297266,2143,0,19.2
691037,2018-04-24,233502,3492,3,45.5
738115,2013-05-24,136282,1708,2,75.0
509556,2007-01-15,589476,3686,4,25.99
755393,2014-10-02,577933,3953,3,45.5
177190,2000-08-27,236061,3111,3,45.5
332233,2007-03-11,328456,2120,4,25.99
939050,1994-03-19,842476,1559,0,19.2
294916,1995-05-29,759239,3726,0,19.2
783185,2001-01-05,353583,2729,4,25.99
739159,2018-11-14,177452,2672,4,25.99
362068,1995-05-04,555956,1583,2,75.0
548407,2003-12-13,197601,2568,1,60.0
124961,2017-06-25,652235,2127,1,60.0
34582,2008-01-14,922350,2259,4,25.99
904903,2002-12-14,341160,879,1,60.0
382872,2001-05-13,199045,3597,4,25.99
338507,2016-04-05,713855,2656,0,19.2
661743,2004-06-11,199536,2651,3,45.5
153990,2014-07-14,739043,402,4,25.99
843411,2015-08-16,584332,3446,4,25.99
498709,2011-04-24,828559,2046,1,60.0
175009,2017-09-09,366029,2623,3,45.5
172036,2016-07-19,105870,2248,0,19.2
869753,2004-02-13,787364,2143,4,25.99
443008,2009-08-10,366029,2252,3,45.5
989314,1998-06-30,458408,1862,3,45.5
345643,2014-02-02,419407,1862,0,19.2
774873,2006-08-10,828799,3678,2,75.0
128739,2018-02-18,758193,3579,0,19.2
883920,1994-06-17,132843,3343,1,60.0
179043,1994-06-08,927358,2127,1,60.0
520347,1996-06-19,73169,1708,3,45.5
800945,2010-10-26,104395,2568,0,19.2
297840,1999-08-30,636531,3579,4,25.99
78377,2020-11-30,555081,1065,0,19.2
289976,1997-10-25,940140,1697,0,19.2
419412,2003-07-28,294698,3246,1,60.0
842061,2011-01-30,533482,361,2,75.0
314692,1990-01-31,891493,2891,3,45.5
778673,2019-10-10,63955,3345,2,75.0
796687,2010-06-27,676776,639,2,75.0
809439,2014-07-29,817369,1559,0,19.2
84191,2015-01-26,872744,1186,4,25.99
82918,2012-07-04,771380,275,1,60.0
962244,1994-07-11,482177,2656,4,25.99
866889,1996-01-19,509290,3570,1,60.0
472523,2000-01-15,296013,1802,3,45.5
932486,2004-07-27,603339,990,3,45.5
354756,2004-04-20,649290,1120,0,19.2
625346,1991-09-24,480965,2825,3,45.5
387933,2011-10-15,262723,3246,1,60.0
412932,2001-08-15,583136,1559,1,60.0
422876,2019-06-10,517627,402,1,60.0
647152,1996-01-23,314318,1498,2,75.0
339190,2018-04-25,713560,747,4,25.99
98817,2010-03-16,788538,2043,4,25.99
846496,1991-01-15,996729,2656,0,19.2
